Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_per_Hectare,Revenue_per_Hectare,Cost_per_Hectare,Calculated_Production,Production_Error,Calculated_Profit,Profit_Error,Agricultural_Performance_Index
SF10078,Punjab,Nashik,Rice,Kharif,12.47,752.1,30.0,79.9,7.6,5.69,35.2,107.1,72.0,59.2,Drip,302.2,3.21,0.83,1.21,15.09,20835,870507,314400,-556107,17522,0.861,52.0,-44595.58941459502,25212.510024057738,69808.09943865276,15.088700000000001,0.0012999999999987466,-556107,0,0.13606183265351368
SF10079,Madhya Pradesh,Nalgonda,Chilli,Rabi,10.0,288.6,23.8,61.1,6.9,6.65,26.4,151.5,67.7,182.6,Flood,154.3,1.94,0.9,2.18,21.8,106176,681239,2314637,1633398,6656,3.275,48.4,163339.8,231463.7,68123.9,21.8,0.0,1633398,0,0.25879605815346496
SF10080,Karnataka,Nashik,Sugarcane,Zaid,9.29,353.9,30.6,46.8,9.1,7.31,8.4,126.5,100.8,101.3,Rainfed,167.2,3.45,0.9,33.55,311.68,3955,541528,1232694,691166,8213,37.95,31.2,74398.9235737352,132690.4198062433,58291.49623250808,311.67949999999996,0.00050000000004502,691166,0,0.4524942740089757
SF10081,Gujarat,Ludhiana,Wheat,Rabi,9.89,336.6,21.1,47.1,7.6,6.98,21.9,131.3,60.5,132.2,Drip,137.0,6.19,0.7,2.45,24.23,24188,543083,586075,42992,4311,5.621,31.4,4347.017189079878,59259.35288169868,54912.335692618806,24.230500000000003,-0.0005000000000023874,42992,0,0.24336590128658137
SF10082,Madhya Pradesh,Nalgonda,Chilli,Kharif,4.98,840.8,28.0,70.9,7.9,5.66,28.3,134.4,46.7,94.8,Flood,151.4,7.02,0.77,0.6,2.99,101883,291542,304630,13088,4366,0.685,53.4,2628.1124497991964,61170.68273092369,58542.57028112449,2.988,0.002000000000000224,13088,0,0.15635536825763813
SF10083,Andhra Pradesh,Raichur,Sugarcane,Rabi,2.46,629.3,23.5,47.5,8.9,6.32,27.2,158.9,44.2,116.8,Rainfed,139.4,6.41,0.83,49.52,121.82,3654,165909,445130,279221,2611,46.656,35.2,113504.47154471544,180947.15447154472,67442.68292682926,121.81920000000001,0.0007999999999839247,279221,0,0.4881737434927039
SF10084,Karnataka,Warangal,Pulses,Rabi,7.06,347.6,24.4,51.4,6.9,6.69,19.7,121.2,40.0,78.1,Sprinkler,128.3,4.81,0.76,1.01,7.13,74942,364864,534336,169472,2392,2.981,44.1,24004.532577903683,75684.98583569405,51680.453257790374,7.130599999999999,-0.0005999999999994898,169472,0,0.19957326364746797
SF10085,Telangana,Guntur,Wheat,Rabi,14.18,306.6,24.3,49.5,7.9,6.68,24.0,161.0,49.7,135.6,Rainfed,173.4,9.13,0.9,2.54,36.02,22904,958688,825002,-133686,4746,7.59,33.9,-9427.785613540198,58180.67700987306,67608.46262341326,36.0172,0.00280000000000058,-133686,0,0.2340845755467546
SF10086,Telangana,Krishna,Rice,Kharif,11.43,1007.5,27.9,63.6,6.3,6.4,26.3,83.8,47.9,124.7,Flood,249.6,2.55,0.98,3.33,38.06,17866,836159,679980,-156179,17890,2.127,54.5,-13663.95450568679,59490.813648293966,73154.76815398075,38.0619,-0.0018999999999991246,-156179,0,0.15646284627810272
SF10087,Gujarat,Guntur,Wheat,Kharif,2.94,999.5,31.1,77.8,8.0,6.92,39.9,143.0,51.8,94.6,Sprinkler,132.4,4.74,0.9,2.65,7.79,24206,176531,188565,12034,1608,4.845,48.3,4093.197278911565,64137.75510204082,60044.55782312925,7.7909999999999995,-0.0009999999999994458,12034,0,0.18962481301346645
SF10088,Madhya Pradesh,Warangal,Chilli,Kharif,5.72,931.0,28.2,70.2,8.9,6.93,27.8,77.7,68.9,107.2,Rainfed,236.9,5.57,0.8,1.98,11.33,109884,453409,1244986,791577,1628,6.959,55.9,138387.58741258743,217654.8951048951,79267.3076923077,11.3256,0.004400000000000404,791577,0,0.20828452228742392
SF10089,Andhra Pradesh,Raichur,Chilli,Kharif,13.29,782.6,22.9,55.5,5.9,6.55,37.3,80.3,58.6,92.0,Rainfed,106.8,8.08,0.82,2.19,29.11,92503,635701,2692762,2057061,4522,6.437,34.3,154782.61851015803,202615.6508653123,47833.03235515425,29.105099999999997,0.004900000000002791,2057061,0,0.33050117601430873
SF10090,Madhya Pradesh,Indore,Rice,Rabi,13.57,281.2,24.2,49.5,7.6,6.53,20.7,121.1,51.8,83.1,Drip,207.9,4.54,0.99,3.39,46.0,19221,896302,884166,-12136,20830,2.208,37.6,-894.3257184966839,65155.93220338983,66050.25792188651,46.002300000000005,-0.002300000000005298,-12136,0,0.2139355210885598
SF10091,Telangana,Guntur,Cotton,Rabi,10.09,599.6,23.8,66.7,8.0,6.04,28.3,122.9,81.9,73.5,Drip,173.1,7.97,0.8,1.39,14.03,60616,643648,850442,206794,5719,2.453,46.4,20494.945490584738,84285.62933597622,63790.683845391475,14.025099999999998,0.004900000000001015,206794,0,0.1937414783882086
SF10092,Gujarat,Erode,Pulses,Rabi,12.32,683.4,29.7,37.8,7.5,6.7,21.8,111.9,54.0,65.2,Flood,117.7,5.41,0.91,1.58,19.47,58916,727065,1147095,420030,5323,3.658,35.7,34093.344155844155,93108.36038961039,59015.01623376623,19.465600000000002,0.004399999999996851,420030,0,0.2398128778399224
SF10093,Gujarat,Guntur,Sugarcane,Kharif,12.74,973.7,29.9,57.5,7.4,6.65,25.8,110.1,57.6,89.8,Drip,134.0,4.39,0.72,70.23,894.73,3671,856862,3284554,2427692,18596,48.114,51.9,190556.67189952903,257814.2857142857,67257.61381475667,894.7302000000001,-0.00020000000006348273,2427692,0,0.5943007380167009
SF10094,Punjab,Nalgonda,Rice,Zaid,10.27,460.2,31.7,44.2,9.0,6.64,17.3,118.0,55.5,112.6,Flood,247.2,5.92,0.79,3.27,33.58,24002,766612,805987,39375,18301,1.835,17.1,3833.98247322298,78479.74683544305,74645.76436222006,33.5829,-0.0029000000000038995,39375,0,0.27595348598789676
SF10095,Maharashtra,Indore,Groundnut,Kharif,4.03,1096.7,27.3,82.9,7.6,6.48,32.8,146.1,40.3,82.4,Rainfed,232.1,6.66,0.77,1.5,6.04,64834,258458,391597,133139,731,8.263,59.4,33036.97270471464,97170.47146401985,64133.49875930521,6.045,-0.004999999999999893,133139,0,0.17007695934974956
SF10096,Gujarat,Warangal,Pulses,Kharif,3.76,950.0,25.5,84.0,5.8,6.33,33.7,140.9,62.8,130.3,Flood,150.0,3.28,0.95,1.21,4.55,70036,223965,318664,94699,1828,2.489,56.8,25185.90425531915,84751.06382978724,59565.15957446809,4.5496,0.00039999999999995595,94699,0,0.15719646511038599
SF10097,Tamil Nadu,Guntur,Pulses,Kharif,10.41,585.6,29.2,70.1,7.1,7.64,34.6,98.5,72.5,135.0,Drip,164.5,4.97,0.96,0.55,5.73,82936,684024,475223,-208801,3010,1.904,45.5,-20057.732949087414,45650.62439961575,65708.35734870317,5.7255,0.0045000000000001705,-208801,0,0.17325675820251027
SF10098,Maharashtra,Ludhiana,Groundnut,Kharif,9.1,652.8,25.0,77.5,7.6,7.23,29.9,98.3,42.8,126.9,Rainfed,253.1,3.82,0.79,1.42,12.92,53588,545378,692357,146979,2681,4.819,61.5,16151.538461538463,76083.18681318681,59931.64835164836,12.921999999999999,-0.0019999999999988916,146979,0,0.15345897040185694
SF10099,Madhya Pradesh,Raichur,Pulses,Kharif,9.9,1121.7,27.6,75.5,6.1,6.85,39.5,107.2,89.9,103.5,Flood,167.8,4.7,0.87,1.06,10.49,88373,588226,927033,338807,4884,2.148,64.1,34222.92929292929,93639.69696969696,59416.767676767675,10.494000000000002,-0.004000000000001336,338807,0,0.1453792781895134
SF10100,Madhya Pradesh,Krishna,Wheat,Rabi,13.36,297.6,24.5,63.9,6.4,6.15,22.1,95.1,28.5,132.6,Flood,283.0,4.95,0.74,1.66,22.18,24589,908232,545384,-362848,9398,2.36,45.9,-27159.28143712575,40822.155688622755,67981.4371257485,22.177599999999998,0.002400000000001512,-362848,0,0.16906076880638027
SF10101,Andhra Pradesh,Erode,Pulses,Rabi,3.05,585.1,23.0,51.5,7.4,6.26,31.6,142.0,76.6,138.3,Flood,147.9,7.39,0.68,1.09,3.32,67572,207017,224339,17322,1492,2.225,31.3,5679.344262295082,73553.77049180328,67874.4262295082,3.3245,-0.0045000000000001705,17322,0,0.22844881314674043
SF10102,Karnataka,Guntur,Wheat,Rabi,9.06,482.6,22.6,51.9,7.9,6.41,18.2,93.4,105.9,132.8,Flood,227.7,4.34,0.95,2.21,20.02,26429,549864,529109,-20755,5961,3.358,30.4,-2290.8388520971303,58400.551876379686,60691.39072847682,20.0226,-0.002600000000001046,-20755,0,0.23568008858239656
SF10103,Punjab,Ludhiana,Pulses,Rabi,4.45,703.6,21.8,52.5,5.7,6.48,28.3,121.8,57.4,115.6,Drip,193.1,2.63,0.69,1.35,6.01,86409,250066,519318,269252,1388,4.33,53.0,60506.06741573034,116700.67415730337,56194.60674157303,6.0075,0.0024999999999995026,269252,0,0.1827772579243559
SF10104,Tamil Nadu,Nashik,Maize,Kharif,2.35,679.8,30.6,66.0,5.8,7.17,31.4,88.1,67.2,89.4,Sprinkler,193.7,3.09,0.85,3.51,8.25,16408,157988,135366,-22622,1402,5.884,42.8,-9626.382978723404,57602.55319148936,67228.93617021276,8.2485,0.0015000000000000568,-22622,0,0.20978464691852022
SF10105,Gujarat,Krishna,Wheat,Zaid,12.3,80.0,30.5,61.2,10.2,5.44,16.8,100.3,53.0,125.6,Flood,302.3,5.9,0.87,0.3,3.69,26773,1063989,98792,-965197,9826,0.376,31.3,-78471.30081300813,8031.869918699186,86503.17073170732,3.69,0.0,-965197,0,0.17490687631074095
SF10106,Telangana,Warangal,Groundnut,Kharif,13.44,981.1,27.2,78.8,8.2,6.5,25.0,114.7,39.9,76.1,Rainfed,194.3,6.1,0.9,1.79,24.06,52927,857391,1273424,416033,3856,6.24,55.7,30954.83630952381,94748.80952380953,63793.97321428572,24.0576,0.0023999999999979593,416033,0,0.18865361875602815
SF10107,Madhya Pradesh,Guntur,Groundnut,Zaid,11.21,241.9,32.0,37.0,9.3,7.28,21.3,119.5,42.9,98.4,Drip,347.9,10.76,0.89,1.0,11.21,58908,979301,660359,-318942,4291,2.612,5.0,-28451.561106155215,58908.02854594112,87359.58965209633,11.21,0.0,-318942,0,0.29213753535616604
SF10108,Maharashtra,Krishna,Groundnut,Kharif,0.73,758.7,29.5,95.0,5.0,5.2,25.6,75.5,44.9,89.9,Drip,172.9,3.64,0.9,0.3,0.22,52598,44813,11572,-33241,301,0.731,59.5,-45535.61643835616,15852.054794520549,61387.67123287672,0.219,0.0010000000000000009,-33241,0,0.13542277895022425
SF10109,Maharashtra,Rajkot,Cotton,Rabi,11.07,248.7,26.3,49.9,8.4,6.13,38.1,164.6,41.2,153.2,Drip,205.6,3.36,0.86,1.19,13.17,70978,655991,934780,278789,6911,1.906,44.5,25184.191508581753,84442.63775971092,59258.44625112918,13.1733,-0.0032999999999994145,278789,0,0.20054712167498112
SF10110,Telangana,Indore,Maize,Rabi,4.05,478.5,23.1,73.2,8.5,7.09,23.2,130.0,50.9,120.0,Drip,341.6,6.2,0.85,3.95,16.0,19804,279751,316864,37113,2055,7.786,44.9,9163.703703703704,78238.02469135803,69074.32098765433,15.9975,0.0024999999999995026,37113,0,0.21336727854447504
SF10111,Maharashtra,Ludhiana,Pulses,Kharif,13.42,926.2,26.6,80.5,6.5,6.69,30.1,156.0,88.3,98.3,Drip,96.2,4.16,0.89,1.73,23.22,73297,584910,1701956,1117046,3763,6.171,58.5,83237.40685543964,126822.35469448584,43584.9478390462,23.2166,0.0033999999999991815,1117046,0,0.21261370951674807
SF10112,Andhra Pradesh,Rajkot,Groundnut,Rabi,5.8,410.9,23.5,51.4,6.3,7.08,27.4,141.7,76.5,73.7,Drip,181.6,5.67,0.7,1.89,10.96,66100,384950,724456,339506,2058,5.326,42.7,58535.51724137931,124906.20689655172,66370.68965517242,10.962,-0.0019999999999988916,339506,0,0.2212028647513722
SF10113,Andhra Pradesh,Rajkot,Maize,Rabi,1.03,489.2,18.4,58.0,9.3,6.25,21.8,128.1,48.7,103.4,Rainfed,98.1,7.9,0.66,2.44,2.51,21424,60695,53774,-6921,291,8.625,20.3,-6719.417475728155,52207.76699029126,58927.18446601942,2.5132,-0.0032000000000000917,-6921,0,0.2835172315119369
SF10114,Tamil Nadu,Rajkot,Sugarcane,Rabi,14.35,740.8,24.8,72.5,7.9,7.0,26.3,87.3,30.2,107.6,Sprinkler,147.1,2.23,0.92,58.06,833.16,3807,847509,3171840,2324331,27123,30.718,64.2,161974.2857142857,221034.14634146343,59059.8606271777,833.1610000000001,-0.00100000000009004,2324331,0,0.4681600297581622
SF10115,Andhra Pradesh,Ludhiana,Pulses,Kharif,11.89,937.3,22.8,72.9,6.8,6.89,23.1,61.3,62.8,140.9,Rainfed,174.4,1.89,0.69,0.99,11.77,74584,840145,877854,37709,2683,4.387,64.9,3171.488645920942,73831.28679562657,70659.79814970563,11.7711,-0.001100000000000989,37709,0,0.1358171653209841
SF10116,Tamil Nadu,Raichur,Rice,Rabi,0.58,566.9,21.6,51.7,8.2,5.41,17.8,141.3,71.4,133.8,Drip,221.4,7.55,0.94,0.5,0.29,22660,40401,6571,-33830,849,0.342,37.1,-58327.58620689656,11329.310344827587,69656.89655172414,0.29,0.0,-33830,0,0.2014150844699008
SF10117,Andhra Pradesh,Warangal,Maize,Kharif,13.77,850.2,31.2,57.4,8.3,5.8,29.8,109.1,57.8,140.6,Flood,129.9,2.9,0.92,1.43,19.69,21209,705327,417605,-287722,8861,2.222,55.4,-20894.843863471317,30327.160493827163,51222.00435729848,19.6911,-0.0010999999999974364,-287722,0,0.14325265541332932
SF10118,Andhra Pradesh,Nalgonda,Rice,Zaid,13.6,327.7,26.9,42.8,10.0,7.34,15.7,118.0,32.6,59.6,Sprinkler,235.3,6.63,0.67,1.54,20.94,20763,955996,434777,-521219,20384,1.027,31.4,-38324.92647058824,31968.89705882353,70293.82352941176,20.944,-0.003999999999997783,-521219,0,0.20040689355120436
SF10119,Karnataka,Nashik,Pulses,Rabi,11.2,346.3,23.4,32.4,7.2,6.91,25.0,129.4,34.7,104.6,Sprinkler,129.0,6.4,0.81,1.12,12.54,69488,668822,871380,202558,3842,3.264,32.6,18085.535714285714,77801.78571428572,59716.25000000001,12.544,-0.004000000000001336,202558,0,0.23654209679040972
SF10120,Karnataka,Erode,Groundnut,Kharif,13.76,968.7,27.3,71.1,5.7,6.88,27.0,96.8,62.5,128.4,Sprinkler,232.2,1.55,0.88,1.91,26.28,40712,964006,1069911,105905,7261,3.619,74.9,7696.584302325581,77755.15988372093,70058.57558139534,26.281599999999997,-0.001599999999996271,105905,0,0.10906180084765427
SF10121,Gujarat,Rajkot,Groundnut,Kharif,11.46,619.1,24.5,83.3,6.6,6.71,30.4,84.1,46.5,113.3,Rainfed,184.4,4.84,0.84,2.07,23.72,65653,811732,1557289,745557,2898,8.185,60.2,65057.32984293193,135889.09249563699,70831.76265270506,23.7222,-0.002200000000001978,745557,0,0.19739687744852233
SF10122,Maharashtra,Erode,Cotton,Kharif,3.26,896.1,34.8,69.5,7.2,5.55,26.4,63.3,59.8,144.8,Sprinkler,164.3,4.67,0.98,0.3,0.98,57631,193353,56478,-136875,2439,0.402,51.3,-41986.19631901841,17324.539877300616,59310.73619631902,0.9779999999999999,0.002000000000000113,-136875,0,0.15399468937823885
SF10123,Madhya Pradesh,Warangal,Rice,Rabi,4.65,227.6,24.9,55.9,6.8,7.8,26.3,97.5,96.6,97.0,Flood,162.3,3.82,0.95,0.66,3.07,26404,294129,81060,-213069,8874,0.346,36.6,-45821.290322580644,17432.25806451613,63253.54838709677,3.0690000000000004,0.0009999999999994458,-213069,0,0.19496020634599204
SF10124,Punjab,Indore,Pulses,Kharif,2.54,499.7,29.6,76.4,7.2,7.74,30.7,112.7,42.4,125.0,Drip,201.3,4.02,0.97,0.4,1.02,73000,182833,74460,-108373,895,1.14,51.3,-42666.535433070865,29314.96062992126,71981.49606299213,1.016,0.0040000000000000036,-108373,0,0.15788605305745784
SF10125,Madhya Pradesh,Rajkot,Pulses,Kharif,14.46,763.3,32.5,77.0,6.3,7.23,27.2,158.4,51.1,56.6,Rainfed,206.5,4.14,0.97,0.78,11.28,79479,1012756,896523,-116233,2927,3.854,65.4,-8038.243430152143,62000.207468879664,70038.45089903181,11.2788,0.0011999999999989797,-116233,0,0.12496166984640857
SF10126,Maharashtra,Nalgonda,Chilli,Rabi,8.45,575.8,24.3,57.8,7.5,7.02,18.5,115.2,67.5,125.0,Sprinkler,197.3,4.51,0.93,2.34,19.77,90018,532885,1779656,1246771,5842,3.384,57.1,147546.86390532544,210610.17751479291,63063.31360946746,19.772999999999996,-0.002999999999996561,1246771,0,0.2155925230256116
SF10127,Telangana,Guntur,Wheat,Rabi,3.75,99.6,27.2,56.7,6.8,6.08,26.1,160.8,66.3,46.8,Rainfed,101.6,4.45,0.97,1.6,6.0,23135,192862,138810,-54052,1165,5.15,41.7,-14413.866666666667,37016.0,51429.86666666667,6.0,0.0,-54052,0,0.20457310198159595
SF10128,Tamil Nadu,Erode,Wheat,Rabi,11.28,281.9,23.4,69.3,7.4,6.62,27.2,154.3,28.4,95.3,Rainfed,154.9,5.89,0.68,2.24,25.27,27337,702245,690806,-11439,3065,8.245,31.0,-1014.0957446808511,61241.66666666667,62255.76241134752,25.267200000000003,0.002799999999997027,-11439,0,0.24973663422682968
SF10129,Maharashtra,Raichur,Maize,Rabi,10.33,606.2,21.7,46.6,9.5,6.73,33.2,121.8,60.8,92.8,Drip,166.9,3.5,0.84,4.89,50.51,19769,685674,998532,312858,5130,9.846,48.8,30286.350435624394,96663.31074540174,66376.96030977735,50.5137,-0.003700000000002035,312858,0,0.22338449065129046
SF10130,Maharashtra,Nalgonda,Pulses,Rabi,3.95,296.0,23.2,68.3,8.3,6.93,17.0,77.0,76.7,68.9,Sprinkler,114.9,9.35,0.74,1.01,3.99,86219,272305,344014,71709,1545,2.583,22.2,18154.177215189873,87092.15189873417,68937.97468354431,3.9895,0.000500000000000167,71709,0,0.25902464688297044
SF10131,Tamil Nadu,Nalgonda,Wheat,Kharif,4.55,759.9,26.9,78.0,8.1,6.17,32.2,115.5,63.7,55.6,Flood,127.0,5.57,0.91,2.73,12.42,23075,292455,286592,-5863,3187,3.897,47.0,-1288.5714285714287,62987.25274725275,64275.82417582418,12.4215,-0.0015000000000000568,-5863,0,0.18988723467571778
SF10132,Karnataka,Guntur,Cotton,Kharif,6.85,1044.5,26.3,73.7,7.1,7.12,31.5,153.5,70.0,88.9,Sprinkler,178.3,4.87,0.96,1.86,12.74,67026,398694,853911,455217,5482,2.324,46.2,66455.03649635037,124658.5401459854,58203.50364963504,12.741,-0.0009999999999994458,455217,0,0.2066712249971537
SF10133,Telangana,Warangal,Sugarcane,Kharif,3.83,1158.2,27.2,68.4,7.0,7.4,32.2,84.3,51.2,95.2,Sprinkler,252.4,5.08,0.82,29.47,112.87,3123,263380,352493,89113,6337,17.811,53.9,23267.10182767624,92034.72584856396,68767.62402088773,112.8701,-9.99999999891088e-05,89113,0,0.2835136532314651
SF10134,Telangana,Indore,Chilli,Rabi,5.69,765.3,22.2,56.6,7.4,6.42,21.5,139.4,72.6,128.8,Flood,227.4,5.88,0.87,1.88,10.7,117774,375375,1260182,884807,5136,2.083,37.9,155502.10896309314,221473.11072056237,65971.00175746925,10.6972,0.0027999999999988034,884807,0,0.25071569480884154
SF10135,Tamil Nadu,Ludhiana,Cotton,Rabi,8.33,537.6,20.5,63.2,7.2,7.31,30.0,126.6,82.2,98.2,Drip,201.8,3.16,0.7,1.11,9.25,62535,460863,578449,117586,5878,1.574,41.0,14115.96638655462,69441.65666266506,55325.69027611044,9.246300000000002,0.0036999999999984823,117586,0,0.2022243075551961
SF10136,Telangana,Erode,Cotton,Rabi,4.29,812.8,28.0,56.6,8.7,7.65,27.6,126.0,43.4,158.3,Rainfed,272.7,5.64,0.97,0.51,2.19,71950,281826,157570,-124256,1849,1.184,57.3,-28964.102564102563,36729.60372960373,65693.70629370629,2.1879,0.0020999999999999908,-124256,0,0.13967743462726273
SF10137,Madhya Pradesh,Nashik,Groundnut,Rabi,5.33,582.1,22.4,44.7,8.0,5.2,19.5,133.4,63.0,125.4,Flood,139.1,4.68,0.94,0.3,1.6,52984,278482,84774,-193708,3109,0.515,36.6,-36342.964352720446,15905.065666041275,52248.030018761725,1.599,0.001000000000000112,-193708,0,0.1955029465143528
SF10138,Maharashtra,Krishna,Wheat,Kharif,6.37,672.2,25.3,66.5,8.6,6.73,37.6,115.8,60.6,108.7,Drip,137.3,6.29,0.91,4.38,27.9,23998,417483,669544,252061,3243,8.603,46.9,39570.01569858713,105108.94819466247,65538.93249607536,27.9006,-0.0006000000000021544,252061,0,0.22105142817573745
SF10139,Telangana,Ludhiana,Wheat,Rabi,13.3,752.6,26.9,45.1,8.4,5.74,24.4,154.8,81.9,91.4,Drip,124.1,4.74,0.76,1.49,19.82,22320,912967,442382,-470585,6473,3.062,30.3,-35382.330827067664,33261.80451127819,68644.13533834586,19.817,0.0030000000000001137,-470585,0,0.21230674694922952
SF10140,Punjab,Erode,Wheat,Rabi,9.85,586.7,28.3,56.9,7.8,6.96,21.9,140.5,70.9,147.9,Flood,147.6,3.67,0.78,3.16,31.13,21067,752982,655816,-97166,7671,4.058,44.3,-9864.568527918782,66580.30456852792,76444.87309644671,31.126,0.003999999999997783,-97166,0,0.19524580154731747
SF10141,Tamil Nadu,Warangal,Groundnut,Kharif,8.76,443.7,28.8,77.7,8.4,8.4,32.3,139.5,47.3,96.8,Drip,281.3,2.15,0.99,0.3,2.63,59496,557065,156474,-400591,4202,0.626,66.0,-45729.56621004566,17862.328767123287,63591.89497716895,2.6279999999999997,0.002000000000000224,-400591,0,0.09860594885252909
SF10142,Madhya Pradesh,Nashik,Wheat,Kharif,11.36,695.0,25.8,67.0,5.6,7.19,31.1,134.4,69.3,108.5,Rainfed,245.2,6.07,0.89,2.17,24.65,19736,649416,486492,-162924,3334,7.394,38.8,-14341.901408450705,42825.0,57166.90140845071,24.6512,-0.001200000000000756,-162924,0,0.21659167875817437
SF10143,Andhra Pradesh,Rajkot,Wheat,Kharif,5.98,873.4,28.0,75.4,6.5,6.82,21.3,122.8,55.8,55.4,Rainfed,161.4,4.38,0.71,2.54,15.19,27576,333731,418879,85148,1807,8.406,49.4,14238.795986622072,70046.65551839465,55807.85953177257,15.189200000000001,0.0007999999999981355,85148,0,0.20065733693094281
SF10144,Tamil Nadu,Nalgonda,Rice,Rabi,2.07,336.3,24.0,48.2,10.1,6.71,17.9,124.5,59.7,166.8,Sprinkler,147.6,2.53,0.74,3.98,8.24,20254,146114,166893,20779,2491,3.308,36.9,10038.16425120773,80624.63768115942,70586.4734299517,8.2386,0.00140000000000029,20779,0,0.22246555269519924
SF10145,Gujarat,Ludhiana,Chilli,Rabi,14.69,159.9,22.3,47.4,9.2,6.06,18.8,192.2,58.9,131.2,Flood,178.5,6.0,0.91,1.39,20.42,107756,1018941,2200378,1181437,12655,1.614,34.2,80424.57454050375,149787.47447243024,69362.89993192648,20.419099999999997,0.0009000000000050079,1181437,0,0.2728811217425604
SF10146,Karnataka,Krishna,Wheat,Kharif,13.57,922.3,28.0,87.4,6.0,6.07,27.3,111.3,54.5,104.8,Flood,184.9,6.25,0.74,1.98,26.87,20998,864572,564216,-300356,9147,2.938,48.1,-22133.82461311717,41578.18717759764,63712.01179071481,26.8686,0.00140000000000029,-300356,0,0.1680223895678845
SF10147,Telangana,Erode,Cotton,Rabi,11.52,537.2,26.2,63.9,7.0,7.63,22.4,121.3,44.7,124.1,Flood,159.7,9.77,0.72,0.66,7.6,65554,894553,498210,-396343,10714,0.709,35.4,-34404.774305555555,43247.395833333336,77652.17013888889,7.6032,-0.0032000000000005357,-396343,0,0.19113420917021995
SF10148,Madhya Pradesh,Krishna,Chilli,Kharif,1.07,880.4,33.3,71.7,8.2,7.84,40.9,146.0,71.8,109.1,Flood,118.5,5.35,0.87,0.47,0.5,89501,71809,44750,-27059,742,0.674,47.4,-25288.78504672897,41822.42990654206,67111.21495327102,0.5029,-0.0029000000000000137,-27059,0,0.17200703164680198
SF10149,Maharashtra,Krishna,Groundnut,Rabi,2.86,108.0,27.9,78.3,9.4,6.97,23.2,153.2,85.1,100.1,Flood,166.9,4.18,0.78,1.49,4.26,59116,188358,251834,63476,1704,2.5,42.0,22194.405594405594,88053.84615384616,65859.44055944057,4.2614,-0.00140000000000029,63476,0,0.20056817782456013
SF10150,Telangana,Erode,Groundnut,Kharif,13.86,878.5,29.8,81.4,6.3,7.65,30.1,83.4,84.4,152.7,Flood,204.1,3.38,0.94,0.72,9.98,60346,1025521,602253,-423268,9248,1.079,70.8,-30538.81673881674,43452.59740259741,73991.41414141415,9.979199999999999,0.0008000000000016882,-423268,0,0.08570616998880048
SF10151,Punjab,Nalgonda,Chilli,Rabi,2.99,587.0,27.9,46.2,8.2,6.5,20.2,141.7,74.9,51.5,Drip,320.8,5.61,0.99,3.02,9.03,80884,250199,730383,480184,1595,5.661,32.3,160596.65551839463,244275.2508361204,83678.59531772575,9.0298,0.00019999999999953388,480184,0,0.26259236674095077
SF10152,Maharashtra,Nalgonda,Rice,Rabi,10.27,240.1,22.1,76.7,6.4,6.62,22.8,150.0,69.9,134.6,Sprinkler,164.7,4.52,0.96,3.2,32.86,17570,598738,577350,-21388,13621,2.412,30.7,-2082.5705939629993,56217.137293086664,58299.70788704966,32.864,-0.003999999999997783,-21388,0,0.23423509022428365
SF10153,Karnataka,Krishna,Pulses,Kharif,8.5,634.4,23.6,52.2,6.1,7.95,28.8,159.3,50.2,143.5,Drip,151.5,4.78,0.72,0.31,2.64,67989,464484,179491,-284993,2785,0.948,35.0,-33528.58823529412,21116.58823529412,54645.17647058824,2.635,0.0050000000000003375,-284993,0,0.19740005007268174
SF10154,Punjab,Guntur,Rice,Kharif,6.24,896.0,28.4,65.9,5.8,7.92,25.6,162.5,70.1,79.7,Drip,133.7,4.96,0.79,0.73,4.56,21168,314286,96526,-217760,8937,0.51,55.4,-34897.4358974359,15468.910256410256,50366.34615384615,4.5552,0.004799999999999471,-217760,0,0.13941021139257448
SF10155,Telangana,Ludhiana,Sugarcane,Kharif,9.12,932.6,29.3,65.5,8.7,6.38,34.0,40.0,69.1,113.1,Flood,229.1,4.19,0.82,47.88,436.67,3550,751898,1550178,798280,21550,20.263,54.4,87530.70175438597,169975.65789473685,82444.95614035089,436.6656,0.004400000000032378,798280,0,0.3682729204663778
SF10156,Madhya Pradesh,Guntur,Sugarcane,Kharif,4.5,867.9,27.3,66.6,7.2,6.17,38.2,115.9,48.2,91.2,Drip,225.6,4.01,0.82,62.09,279.41,3089,290078,863097,573019,8473,32.977,48.7,127337.55555555556,191799.33333333334,64461.77777777778,279.40500000000003,0.0049999999999954525,573019,0,0.44978284856628403
